packet_id,phase,sensitivity,threat_state,bandwidth_kbps,tier_selected,cipher_name,latency_ms,energy_uj
323,Benign,0,0,105.8,0,Tier 1 (ChaCha20),0.0098,0.0304
324,Benign,0,0,56.4,0,Tier 1 (ChaCha20),0.0097,0.0301
325,Benign,0,0,144.1,0,Tier 1 (ChaCha20),0.0097,0.0301
326,Benign,0,0,115.9,0,Tier 1 (ChaCha20),0.0096,0.0298
327,Benign,0,0,92.1,0,Tier 1 (ChaCha20),0.0097,0.0301
328,Benign,0,0,99.5,0,Tier 1 (ChaCha20),0.0097,0.0301
329,Benign,0,0,74.5,0,Tier 1 (ChaCha20),0.01,0.031
330,Benign,0,0,52.2,0,Tier 1 (ChaCha20),0.0098,0.0304
331,Benign,0,0,66.3,0,Tier 1 (ChaCha20),0.0096,0.0298
332,Benign,0,0,118.5,0,Tier 1 (ChaCha20),0.01,0.031
333,Benign,0,0,21.9,0,Tier 1 (ChaCha20),0.0098,0.0304
334,Benign,0,0,35.1,0,Tier 1 (ChaCha20),0.0097,0.0301
335,Benign,0,0,26.0,0,Tier 1 (ChaCha20),0.0096,0.0298
336,Benign,0,0,25.3,0,Tier 1 (ChaCha20),0.0097,0.0301
337,Benign,0,0,131.2,0,Tier 1 (ChaCha20),0.0096,0.0298
338,Benign,0,0,111.5,0,Tier 1 (ChaCha20),0.0096,0.0298
339,Benign,0,0,81.6,0,Tier 1 (ChaCha20),0.0098,0.0304
340,Benign,0,0,32.7,0,Tier 1 (ChaCha20),0.0096,0.0298
341,Benign,0,0,83.9,0,Tier 1 (ChaCha20),0.0099,0.0307
342,Benign,0,0,81.6,0,Tier 1 (ChaCha20),0.0161,0.0499
343,Benign,0,0,42.5,0,Tier 1 (ChaCha20),0.0111,0.0344
344,Benign,0,0,76.4,0,Tier 1 (ChaCha20),0.0162,0.0502
345,Benign,0,0,71.8,0,Tier 1 (ChaCha20),0.0301,0.0933
346,Benign,0,0,100.1,0,Tier 1 (ChaCha20),0.011,0.0341
347,Benign,0,0,102.6,0,Tier 1 (ChaCha20),0.0108,0.0335
348,Benign,0,0,25.9,0,Tier 1 (ChaCha20),0.0103,0.0319
349,Benign,0,0,68.7,0,Tier 1 (ChaCha20),0.0105,0.0325
350,Benign,0,0,101.4,0,Tier 1 (ChaCha20),0.0303,0.0939
